datetime_utc,temp_c,salinity_psu,wind_speed_ms,tidal_index,do_mg_l,do_anomaly_mg_l,hypoxic_flag
2018-11-13 05:00:00,23.97,36.57,5.9,-0.1909,6.53,0.3321,0
2018-11-13 06:00:00,24.18,36.76,6.69,0.1922,5.72,-0.4842,0
2018-11-13 07:00:00,24.33,36.34,5.23,0.443,5.26,-0.9362,0
2018-11-13 08:00:00,24.34,36.54,2.82,0.4912,5.23,-0.9741,0
2018-11-13 09:00:00,24.24,36.49,7.71,0.323,5.76,-0.4385,0
2018-11-13 10:00:00,24.05,36.49,3.14,-0.015,5.81,-0.387,0
2018-11-13 11:00:00,23.81,36.16,9.32,-0.4282,6.4,0.2038,0
2018-11-13 12:00:00,23.57,36.68,4.14,-0.7981,5.99,-0.2119,0
2018-11-13 13:00:00,23.41,36.7,1.94,-1.0129,5.22,-0.9788,0
2018-11-13 14:00:00,23.37,36.38,3.25,-0.9969,5.49,-0.7088,0
2018-11-13 15:00:00,23.43,36.44,5.72,-0.7307,5.84,-0.3642,0
2018-11-13 16:00:00,23.6,36.77,6.19,-0.2576,6.02,-0.1787,0
2018-11-13 17:00:00,23.85,36.5,7.52,0.3257,5.86,-0.342,0
2018-11-13 18:00:00,24.08,36.37,1.93,0.8921,5.47,-0.7309,0
2018-11-13 19:00:00,24.25,36.89,6.91,1.3145,5.79,-0.4122,0
2018-11-13 20:00:00,24.32,36.84,7.4,1.4967,6.51,0.3065,0
2018-11-13 21:00:00,24.28,37,2.56,1.3974,6.39,0.1938,0
2018-11-13 22:00:00,24.12,36.3,3.45,1.0394,6.24,0.0392,0
2018-11-13 23:00:00,23.9,36.18,5.89,0.5048,6.13,-0.0741,0
2018-11-14 00:00:00,23.65,36.31,4.23,-0.0856,6.38,0.1764,0
2018-11-14 01:00:00,23.45,36.82,3.77,-0.6013,6.19,-0.0123,0
2018-11-14 02:00:00,23.35,36.35,7.57,-0.934,6.27,0.0666,0
2018-11-14 03:00:00,23.37,36.85,5.33,-1.0235,6.54,0.3372,0
2018-11-14 04:00:00,23.51,36.67,2.96,-0.8708,6.55,0.3479,0
2018-11-14 05:00:00,23.74,36.42,5.12,-0.5369,6.86,0.6623,0
2018-11-14 06:00:00,23.99,36.96,5.66,-0.1256,6.68,0.485,0
2018-11-14 07:00:00,24.21,36.49,2.44,0.2432,6.33,0.1332,0
2018-11-14 08:00:00,24.34,36.37,6.46,0.4652,6.95,0.7503,0
2018-11-14 09:00:00,24.36,36.52,4.81,0.4784,6.93,0.7336,0
2018-11-14 10:00:00,24.24,36.47,4.71,0.2788,6.74,0.5407,0
2018-11-14 11:00:00,24.04,36.35,5.16,-0.0783,7.16,0.9645,0
2018-11-14 12:00:00,23.79,36.75,3.18,-0.4925,7.02,0.8197,0
2018-11-14 13:00:00,23.57,36.45,5.58,-0.8443,6.91,0.7054,0
2018-11-14 14:00:00,23.41,36.81,1.78,-1.0259,6.8,0.5986,0
2018-11-14 15:00:00,23.38,36.39,4.42,-0.9695,6.98,0.7823,0
2018-11-14 16:00:00,23.47,36.56,7.25,-0.6657,6.91,0.7081,0
2018-11-14 17:00:00,23.66,36.5,5.45,-0.1675,6.69,0.4928,0
2018-11-14 18:00:00,23.9,36.26,3.13,0.4219,6.67,0.4692,0
2018-11-14 19:00:00,24.14,36.04,3.01,0.973,6.83,0.6341,0
2018-11-14 20:00:00,24.32,36.26,4.13,1.3619,7.13,0.9304,0
2018-11-14 21:00:00,24.38,36.66,0.18,1.5,6.45,0.2466,0
2018-11-14 22:00:00,24.32,36.52,1.98,1.3557,6.5,0.3011,0
2018-11-14 23:00:00,24.14,36.65,5.53,0.9623,6.53,0.3304,0
2018-11-15 00:00:00,23.91,36.16,0.55,0.4097,6.54,0.3363,0
2018-11-15 01:00:00,23.65,36.19,4.36,-0.1774,7.12,0.9245,0
2018-11-15 02:00:00,23.48,36.66,5.55,-0.6702,7.46,1.2554,0
2018-11-15 03:00:00,23.39,36.92,5.15,-0.9667,6.53,0.3277,0
2018-11-15 04:00:00,23.42,36.74,0.85,-1.0156,6.03,-0.1745,0
2018-11-15 05:00:00,23.57,36.48,6.03,-0.8284,6.62,0.4164,0
2018-11-15 06:00:00,23.8,36.24,2.4,-0.4741,5.86,-0.3399,0
2018-11-15 07:00:00,24.04,35.97,4.36,-0.0615,6.26,0.0635,0
2018-11-15 08:00:00,24.25,36.54,1.01,0.2903,6.06,-0.1402,0
2018-11-15 09:00:00,24.37,36.66,4.51,0.4821,6.16,-0.0371,0
2018-11-15 10:00:00,24.37,35.89,4.71,0.4602,6.16,-0.0352,0
2018-11-15 11:00:00,24.24,36.71,2.4,0.2306,6.16,-0.0404,0
2018-11-15 12:00:00,24.03,36.86,4.91,-0.143,6.34,0.1381,0
2018-11-15 13:00:00,23.79,36.15,5.8,-0.5551,6.45,0.2511,0
2018-11-15 14:00:00,23.57,36.58,5.6,-0.886,6.17,-0.0253,0
2018-11-15 15:00:00,23.43,36.51,2.5,-1.0326,5.87,-0.3274,0
2018-11-15 16:00:00,23.41,36.02,2.9,-0.9356,6.19,-0.0119,0
2018-11-15 17:00:00,23.52,36.52,3.31,-0.5957,6.66,0.4635,0
2018-11-15 18:00:00,23.73,36.6,1.32,-0.0751,6.47,0.2717,0
2018-11-15 19:00:00,23.98,36.55,3.28,0.5169,7.16,0.9575,0
2018-11-15 20:00:00,24.22,36.13,3.21,1.0496,6.99,0.7895,0
2018-11-15 21:00:00,24.38,36.2,6.11,1.4027,6.8,0.5953,0
2018-11-15 22:00:00,24.43,36.84,3.48,1.4957,6.63,0.4344,0
2018-11-15 23:00:00,24.35,36.76,4.5,1.3074,6.42,0.2236,0
2018-11-16 00:00:00,24.16,36.43,4.34,0.881,6.27,0.0679,0
2018-11-16 01:00:00,23.92,36.72,4.52,0.3138,6.22,0.0207,0
2018-11-16 02:00:00,23.67,36.2,6.41,-0.2668,6.44,0.24,0
2018-11-16 03:00:00,23.48,36.69,3.85,-0.7341,6.42,0.2167,0
2018-11-16 04:00:00,23.43,36.51,6.26,-0.9929,6.2,0.002,0
2018-11-16 05:00:00,23.48,36.76,5.87,-1.0016,6.28,0.0809,0
2018-11-16 06:00:00,23.67,36.52,4.68,-0.7815,5.96,-0.245,0
2018-11-16 07:00:00,23.91,36.1,5.43,-0.4098,6.59,0.3933,0
2018-11-16 08:00:00,24.15,36.45,3.76,0.0012,6.71,0.5148,0
2018-11-16 09:00:00,24.36,36.42,5.22,0.3334,6.52,0.3204,0
2018-11-16 10:00:00,24.46,36.86,3.32,0.4934,6.69,0.49370000000000003,0
2018-11-16 11:00:00,24.42,36.29,0.28,0.4366,6.42,0.2196,0
2018-11-16 12:00:00,24.27,36.51,10.54,0.1786,7.47,1.272,0
2018-11-16 13:00:00,24.06,36.55,4.06,-0.2086,7.3,1.1021,0
2018-11-16 14:00:00,23.82,36.12,4.13,-0.6155,6.97,0.7658,0
2018-11-16 15:00:00,23.62,36.55,9.4,-0.9228,7.25,1.055,0
2018-11-16 16:00:00,23.5,36.77,4.11,-1.033,6.75,0.5514,0
2018-11-16 17:00:00,23.51,36.68,3.14,-0.8954,6.71,0.5118,0
2018-11-16 18:00:00,23.65,36.24,4.68,-0.521,7.19,0.9879,0
2018-11-16 19:00:00,23.88,36.11,5.62,0.0192,6.94,0.7432,0
2018-11-16 20:00:00,24.12,36.26,4.5,0.6103,6.56,0.3613,0
2018-11-16 21:00:00,24.37,36.6,3.35,1.1214,6.36,0.1605,0
2018-11-16 22:00:00,24.52,36.56,1.58,1.4366,6.59,0.389,0
2018-11-16 23:00:00,24.55,36.18,1.87,1.484,6.48,0.2843,0
2018-11-17 00:00:00,24.44,36.75,6.74,1.2527,7.28,1.0843,0
2018-11-17 01:00:00,24.23,36.06,1.86,0.7959,6.56,0.3602,0
2018-11-17 02:00:00,23.98,36.34,3.07,0.2174,6.35,0.1471,0
2018-11-17 03:00:00,23.76,36.18,1.71,-0.3533,6.34,0.1374,0
2018-11-17 04:00:00,23.61,36.29,3.56,-0.7926,6.22,0.0193,0
2018-11-17 05:00:00,23.56,36.43,5.73,-1.0125,6.02,-0.175,0
2018-11-17 06:00:00,23.64,36.44,7.27,-0.9816,6.04,-0.1569,0
2018-11-17 07:00:00,23.83,36.69,3.14,-0.7307,6.51,0.3106,0
2018-11-17 08:00:00,24.08,36.63,4.33,-0.3444,7.37,1.1681,0
2018-11-17 09:00:00,24.32,36.39,6.38,0.0619,6.97,0.7673,0
2018-11-17 10:00:00,24.51,36.44,6.13,0.3721,6.43,0.2257,0
2018-11-17 11:00:00,24.58,36.26,3.93,0.4992,5.75,-0.4523,0
2018-11-17 12:00:00,24.53,35.77,4.37,0.4079,6.54,0.3442,0
2018-11-17 13:00:00,24.36,36.23,4.52,0.1234,7.06,0.8629,0
2018-11-17 14:00:00,24.13,36.27,1.2,-0.2747,6.47,0.2728,0
2018-11-17 15:00:00,23.88,36.26,3.4,-0.6733,6.66,0.4612,0
2018-11-17 16:00:00,23.68,36.35,5.06,-0.9545,7.33,1.1333,0
2018-11-17 17:00:00,23.6,36.2,0.93,-1.0268,7.25,1.0526,0
2018-11-17 18:00:00,23.63,36.12,5.12,-0.849,7.35,1.152,0
2018-11-17 19:00:00,23.77,36.23,4.44,-0.442,6.95,0.7507,0
2018-11-17 20:00:00,24.01,36.09,2.61,0.1147,7,0.7955,0
2018-11-17 21:00:00,24.27,35.84,5.04,0.7016,7.24,1.0402,0
2018-11-17 22:00:00,24.48,37.02,5.44,1.188,7.09,0.8851,0
2018-11-17 23:00:00,24.61,36.42,6.82,1.4634,7.12,0.9236,0
2018-11-18 00:00:00,24.62,36.37,3.99,1.4649,6.89,0.6926,0
2018-11-18 01:00:00,24.5,36.36,3.86,1.1921,6.64,0.4379,0
2018-11-18 02:00:00,24.29,36.57,1.85,0.7075,6.41,0.2133,0
2018-11-18 03:00:00,24.03,36.48,3.53,0.1211,6.47,0.2725,0
2018-11-18 04:00:00,23.81,36.04,0.98,-0.4364,6.43,0.2288,0
2018-11-18 05:00:00,23.66,36.59,3.89,-0.8453,6.33,0.1341,0
2018-11-18 06:00:00,23.63,35.77,5.1,-1.0257,6.27,0.0749,0
2018-11-18 07:00:00,23.73,36.37,5.27,-0.9558,6.35,0.1492,0
2018-11-18 08:00:00,23.92,36.36,2.45,-0.6763,6.24,0.042,0
2018-11-18 09:00:00,24.17,36.45,0.22,-0.2785,6.38,0.1761,0
2018-11-18 10:00:00,24.4,35.99,6.13,0.1201,6.56,0.363,0
2018-11-18 11:00:00,24.57,36.12,3.5,0.4061,6.49,0.2916,0
2018-11-18 12:00:00,24.63,36.14,5.71,0.4994,6.48,0.2812,0
2018-11-18 13:00:00,24.56,36.25,4.26,0.3742,6.7,0.4995,0
2018-11-18 14:00:00,24.37,36.26,4.35,0.0653,6.86,0.6568,0
2018-11-18 15:00:00,24.13,36.53,2.49,-0.3407,6.71,0.5083,0
2018-11-18 16:00:00,23.87,36.03,5.82,-0.7279,7.03,0.8277,0
2018-11-18 17:00:00,23.7,36.02,6.67,-0.9807,6.5,0.299,0
2018-11-18 18:00:00,23.63,36.55,1.59,-1.0141,6.02,-0.184,0
2018-11-18 19:00:00,23.68,36.49,0.99,-0.7966,6.07,-0.1293,0
2018-11-18 20:00:00,23.84,36.69,7.51,-0.3591,6.82,0.6177,0
2018-11-18 21:00:00,24.09,36.6,3.97,0.2109,6.66,0.463,0
2018-11-18 22:00:00,24.34,36.77,3.01,0.7901,6.25,0.0472,0
2018-11-18 23:00:00,24.55,36.67,3.31,1.2489,6.35,0.1468,0
2018-11-19 00:00:00,24.67,36.51,0.7,1.483,6,-0.199,0
2018-11-19 01:00:00,24.66,36.5,5.43,1.4386,6.23,0.0329,0
2018-11-19 02:00:00,24.51,35.93,3.43,1.1259,6.53,0.329,0
2018-11-19 03:00:00,24.3,36.42,5.64,0.6164,6.74,0.5421,0
2018-11-19 04:00:00,24.06,36.28,1.8,0.0255,6.33,0.133,0
2018-11-19 05:00:00,23.86,36.39,4.02,-0.5157,6.43,0.2266,0
2018-11-19 06:00:00,23.73,36.36,1.05,-0.8921,6.13,-0.0705,0
2018-11-19 07:00:00,23.73,36.34,2.17,-1.0322,6.01,-0.1907,0
2018-11-19 08:00:00,23.84,36.06,4.02,-0.9245,6.27,0.0747,0
2018-11-19 09:00:00,24.05,36.51,3.94,-0.6187,6.58,0.3816,0
2018-11-19 10:00:00,24.31,36.42,5.68,-0.2124,6.62,0.4238,0
2018-11-19 11:00:00,24.53,36.67,5.58,0.1755,6.67,0.4704,0
2018-11-19 12:00:00,24.7,36.19,3.23,0.4351,6.24,0.0446,0
2018-11-19 13:00:00,24.72,36.43,5.22,0.4939,6.96,0.7646,0
2018-11-19 14:00:00,24.64,36.45,6.72,0.3358,7.1,0.9,0
2018-11-19 15:00:00,24.44,36.4,7.66,0.0048,7.3,1.1006,0
2018-11-19 16:00:00,24.19,36.58,0.06,-0.4062,6.59,0.3881,0
2018-11-19 17:00:00,23.97,36.04,6.85,-0.779,7.07,0.8739,0
2018-11-19 18:00:00,23.8,36.07,1.71,-1.0011,6.1,-0.1049,0
2018-11-19 19:00:00,23.73,36.44,2.3,-0.9949,5.72,-0.4837,0
2018-11-19 20:00:00,23.8,36.44,1.49,-0.7385,5.83,-0.3662,0
2018-11-19 21:00:00,23.97,36.01,4.52,-0.2728,5.96,-0.2436,0
2018-11-19 22:00:00,24.21,35.92,5.11,0.3073,6.56,0.3593,0
2018-11-19 23:00:00,24.45,36.31,5.98,0.8755,6.81,0.6103,0
2018-11-20 00:00:00,24.64,36.03,5.84,1.304,6.87,0.6747,0
2018-11-20 01:00:00,24.73,36.21,6.53,1.4952,6.53,0.3328,0
2018-11-20 02:00:00,24.69,36.3,0.15,1.4051,6.3,0.1021,0
2018-11-20 03:00:00,24.53,36.12,5.01,1.0545,6.94,0.737,0
2018-11-20 04:00:00,24.31,36.36,2.26,0.5232,6.39,0.1891,0
2018-11-20 05:00:00,24.06,36,2.15,-0.0688,6.36,0.16,0
2018-11-20 06:00:00,23.86,36.07,6.88,-0.5907,6.45,0.2458,0
2018-11-20 07:00:00,23.77,36.24,0.87,-0.9327,6.02,-0.1783,0
2018-11-20 08:00:00,23.77,36.35,4.76,-1.0323,6.49,0.2919,0
2018-11-20 09:00:00,23.91,36.36,1.46,-0.8879,5.89,-0.3063,0
2018-11-20 10:00:00,24.12,36.03,5.35,-0.5585,7.31,1.1102,0
2018-11-20 11:00:00,24.38,36.54,3,-0.1467,6.68,0.4766,0
2018-11-20 12:00:00,24.6,36.2,4.93,0.2276,6.61,0.4096,0
2018-11-20 13:00:00,24.73,36,0.38,0.4589,6.22,0.0199,0
2018-11-20 14:00:00,24.76,36.53,3.06,0.4829,7.63,1.4278,0
2018-11-20 15:00:00,24.66,35.85,3.55,0.293,7.28,1.0781,0
2018-11-20 16:00:00,24.45,36.37,6.23,-0.0578,7.05,0.8528,0
2018-11-20 17:00:00,24.21,36.38,3.58,-0.4706,6.55,0.3453,0
2018-11-20 18:00:00,23.98,36.66,3.93,-0.8261,6.55,0.3453,0
2018-11-20 19:00:00,23.82,36.4,10.72,-1.0155,7.01,0.8138,0
2018-11-20 20:00:00,23.78,36.1,4.95,-0.9691,6.68,0.4841,0
2018-11-20 21:00:00,23.86,36.15,5.22,-0.67490000000000006,6.78,0.5761,0
2018-11-20 22:00:00,24.03,36.16,1.71,-0.1835,5.95,-0.2518,0
2018-11-20 23:00:00,24.28,36.5,1.7,0.4034,6.51,0.3117,0
2018-11-21 00:00:00,24.52,36.29,5.09,0.9571,6.59,0.3851,0
2018-11-21 01:00:00,24.69,36.74,1.48,1.3527,6.42,0.2184,0
2018-11-21 02:00:00,24.76,36.31,4.76,1.4999,6.68,0.4819,0
2018-11-21 03:00:00,24.72,36.2,3.5,1.3648,6.35,0.1487,0
2018-11-21 04:00:00,24.55,36.56,5.03,0.9782,6.39,0.1854,0
2018-11-21 05:00:00,24.31,36.56,4.38,0.4282,6.11,-0.0913,0
2018-11-21 06:00:00,24.06,36.18,3.86,-0.1613,6.22,0.0201,0
2018-11-21 07:00:00,23.89,36.32,2.21,-0.661,5.47,-0.7273,0
2018-11-21 08:00:00,23.8,36.35,0.82,-0.967,5.54,-0.6586,0
2018-11-21 09:00:00,23.84,36.01,5.56,-1.026,6.42,0.2172,0
2018-11-21 10:00:00,23.98,36.31,2.42,-0.8465,5.53,-0.6667,0
2018-11-21 11:00:00,24.21,36.42,6.13,-0.496,6.23,0.0264,0
2018-11-21 12:00:00,24.45,36.22,6.25,-0.082,5.65,-0.5527,0
2018-11-21 13:00:00,24.66,36.62,7.23,0.2761,5.79,-0.4147,0
2018-11-21 14:00:00,24.78,36.15,7.19,0.4775,5.2,-0.9966,0
2018-11-21 15:00:00,24.79,35.98,5.02,0.4664,4.78,-1.4156,0
2018-11-21 16:00:00,24.66,36.33,2.34,0.246,4.75,-1.4453,0
2018-11-21 17:00:00,24.45,36.18,8.64,-0.1219,5.5,-0.698,0
2018-11-21 18:00:00,24.21,36.3,3.02,-0.5334,5.66,-0.5396,0
2018-11-21 19:00:00,23.98,35.9,4.1,-0.8688,5.58,-0.6227,0
2018-11-21 20:00:00,23.84,35.78,7.42,-1.0237,5.64,-0.5649,0
2018-11-21 21:00:00,23.83,36.11,9.17,-0.9368,5.8,-0.3974,0
2018-11-21 22:00:00,23.93,36.29,5.4,-0.6062,5.89,-0.3147,0
2018-11-21 23:00:00,24.13,36.54,4.29,-0.0918,6.23,0.0314,0
2018-11-22 00:00:00,24.36,36.64,5.79,0.4985,6.6,0.3956,0
2018-11-22 01:00:00,24.6,36.03,4.25,1.0344,6.69,0.4881,0
2018-11-22 02:00:00,24.76,36.09,1.66,1.3949,6.13,-0.0737,0
2018-11-22 03:00:00,24.79,36.07,4.8,1.4972,6.01,-0.1891,0
2018-11-22 04:00:00,24.71,35.94,6.06,1.3178,6.01,-0.1917,0
2018-11-22 05:00:00,24.52,36.58,1.48,0.8976,5.73,-0.4668,0
2018-11-22 06:00:00,24.28,36.2,3.53,0.3322,6.38,0.1774,0
2018-11-22 07:00:00,24.02,35.89,5.95,-0.2516,6.66,0.4563,0
2018-11-22 08:00:00,23.84,36.53,3.73,-0.7263,6.37,0.1691,0
2018-11-22 09:00:00,23.76,36.65,7.38,-0.9949,6.71,0.5134,0
2018-11-22 10:00:00,23.81,36.32,2.25,-1.0134,6.13,-0.0729,0
2018-11-22 11:00:00,23.96,35.86,6.09,-0.8006,6.16,-0.0448,0
2018-11-22 12:00:00,24.19,36.04,3.96,-0.4319,6.1,-0.1047,0
2018-11-22 13:00:00,24.45,36.11,3.76,-0.0186,6.05,-0.1455,0
2018-11-22 14:00:00,24.65,35.83,2.26,0.3206,5.41,-0.7904,0
2018-11-22 15:00:00,24.74,36.19,2.93,0.4906,5.77,-0.4293,0
2018-11-22 16:00:00,24.71,35.92,7.43,0.4444,6.26,0.0573,0
2018-11-22 17:00:00,24.57,36.11,5.47,0.1953,6.75,0.5505,0
2018-11-22 18:00:00,24.35,35.96,4.02,-0.1871,6.73,0.5267,0
2018-11-22 19:00:00,24.1,36.15,3.69,-0.5942,6.46,0.2567,0
2018-11-22 20:00:00,23.89,36.29,2.85,-0.9067,6.95,0.7535,0
2018-11-22 21:00:00,23.77,36.37,2.27,-1.0256,6.76,0.5625,0
2018-11-22 22:00:00,23.78,36.35,5.86,-0.8982,6.35,0.1478,0
2018-11-22 23:00:00,23.91,36.51,5.39,-0.5328,6.37,0.1722,0
2018-11-23 00:00:00,24.11,36.39,5.05,0.0018,6.24,0.0359,0
2018-11-23 01:00:00,24.37,36.11,0.74,0.5921,6.44,0.2433,0
2018-11-23 02:00:00,24.6,36.09,9.29,1.1072,7.49,1.2881,0
2018-11-23 03:00:00,24.73,36.04,2.7,1.4302,6.76,0.5616,0
2018-11-23 04:00:00,24.75,36.13,10.23,1.487,7.34,1.1417,0
2018-11-23 05:00:00,24.65,36.4,4.28,1.2644,6.69,0.4926,0
2018-11-23 06:00:00,24.47,36.14,9.24,0.8131,7.36,1.1565,0
2018-11-23 07:00:00,24.23,36.17,3.81,0.2356,6.74,0.5438,0
2018-11-23 08:00:00,24,36.12,0.37,-0.339,5.69,-0.5115,0
2018-11-23 09:00:00,23.85,36.1,1.45,-0.7862,6.2,0.0036,0
2018-11-23 10:00:00,23.81,36.18,0.05,-1.0162,5.71,-0.4892,0
2018-11-23 11:00:00,23.89,35.63,3.94,-0.9947,6.23,0.0343,0
2018-11-23 12:00:00,24.07,36.21,1.08,-0.7506,6.66,0.4569,0
2018-11-23 13:00:00,24.32,36.22,2.86,-0.3665,6.54,0.3367,0
2018-11-23 14:00:00,24.56,36.28,3.08,0.0429,6.53,0.3266,0
2018-11-23 15:00:00,24.75,36.24,4.64,0.3607,6.4,0.1963,0
2018-11-23 16:00:00,24.83,36.67,3.48,0.4981,6.35,0.1486,0
2018-11-23 17:00:00,24.79,36.36,2.6,0.4173,6.37,0.1731,0
2018-11-23 18:00:00,24.64,35.62,6.69,0.1412,6.67,0.4715,0
2018-11-23 19:00:00,24.41,36.11,6.9,-0.2529,6.51,0.3071,0
2018-11-23 20:00:00,24.16,36.67,5.06,-0.6525,6.63,0.4341,0
2018-11-23 21:00:00,23.96,36.53,3.15,-0.9396,6.58,0.3812,0
2018-11-23 22:00:00,23.85,36.19,4.75,-1.0211,7.27,1.066,0
2018-11-23 23:00:00,23.86,35.73,3.03,-0.8533,7.3,1.0986,0
2018-11-24 00:00:00,23.99,36.41,3.64,-0.4549,7.74,1.5422,0
2018-11-24 01:00:00,24.22,36.02,8.07,0.0968,7.7,1.5043,0
2018-11-24 02:00:00,24.47,35.9,3.57,0.6837,7.34,1.1351,0
2018-11-24 03:00:00,24.69,36.65,4.77,1.1748,7.16,0.9599,0
2018-11-24 04:00:00,24.8,36.85,4.9,1.4584,6.84,0.642,0
2018-11-24 05:00:00,24.8,36.24,1.54,1.4694,6.47,0.2714,0
2018-11-24 06:00:00,24.7,36.4,4.13,1.2049,6.95,0.7546,0
2018-11-24 07:00:00,24.51,36.12,7.01,0.7252,7.21,1.0111,0
2018-11-24 08:00:00,24.25,36.23,6.07,0.139,6.75,0.5468,0
2018-11-24 09:00:00,24.02,36.72,3.6,-0.4231,7.06,0.856,0
2018-11-24 10:00:00,23.87,36.42,6.34,-0.8405,7.31,1.1076,0
2018-11-24 11:00:00,23.84,36.41,4.46,-1.0309,6.62,0.4185,0
2018-11-24 12:00:00,23.93,36.16,5.54,-0.9703,6.6,0.3975,0
2018-11-24 13:00:00,24.12,36.75,2.28,-0.6969,6.14,-0.0551,0
2018-11-24 14:00:00,24.37,36,4.17,-0.3003,6.92,0.7236,0
2018-11-24 15:00:00,24.61,36.21,1.94,0.1021,7.02,0.8164,0
2018-11-24 16:00:00,24.78,36.52,9.71,0.3962,7.61,1.4109,0
2018-11-24 17:00:00,24.83,36.29,0.69,0.5,6.83,0.6332,0
2018-11-24 18:00:00,24.75,36.18,4.68,0.3852,6.6,0.4037,0
2018-11-24 19:00:00,24.58,36.28,7.56,0.084,6.31,0.10780000000000001,0
2018-11-24 20:00:00,24.34,36.01,3.21,-0.3187,5.82,-0.3806,0
2018-11-24 21:00:00,24.1,36.32,0.48,-0.7078,5.61,-0.5886,0
2018-11-24 22:00:00,23.91,36.21,5.2,-0.9671,5.67,-0.5296,0
2018-11-24 23:00:00,23.83,35.88,5.41,-1.01,5.61,-0.5948,0
2018-11-25 00:00:00,23.87,36.19,5.18,-0.8025,5.92,-0.2774,0
2018-11-25 01:00:00,24.04,35.94,0.24,-0.3731,5.72,-0.4762,0
2018-11-25 02:00:00,24.28,36.49,6.73,0.1927,6.56,0.3577,0
2018-11-25 03:00:00,24.52,36.2,1.33,0.7727,6.24,0.0361,0
2018-11-25 04:00:00,24.72,35.71,3.03,1.2369,6.37,0.1699,0
2018-11-25 05:00:00,24.83,36,6.25,1.4795,6.73,0.5323,0
2018-11-25 06:00:00,24.8,36.35,5.75,1.4446,6.75,0.5471,0
2018-11-25 07:00:00,24.67,35.88,6.04,1.1398,6.65,0.4473,0
2018-11-25 08:00:00,24.46,36.06,6.44,0.6345,6.57,0.3723,0
2018-11-25 09:00:00,24.2,36.51,8.39,0.043,6.6,0.3975,0
2018-11-25 10:00:00,23.99,36.05,0.31,-0.5035,5.94,-0.26,0
2018-11-25 11:00:00,23.86,36,2.59,-0.8888,6.64,0.4363,0
2018-11-25 12:00:00,23.84,36.14,1.65,-1.039,6.46,0.2625,0
2018-11-25 13:00:00,23.96,35.94,7.62,-0.9402,6.75,0.5454,0
2018-11-25 14:00:00,24.18,35.94,1.7,-0.6398,6.43,0.2334,0
2018-11-25 15:00:00,24.41,36.2,2.75,-0.234,6.62,0.4179,0
2018-11-25 16:00:00,24.64,36.57,3.57,0.1586,6.66,0.4578,0
2018-11-25 17:00:00,24.81,36.22,7.23,0.4268,7.42,1.2189,0
2018-11-25 18:00:00,24.83,36.13,3.17,0.4963,6.66,0.462,0
2018-11-25 19:00:00,24.75,36.21,2.28,0.3483,6.03,-0.1659,0
2018-11-25 20:00:00,24.56,35.98,3.58,0.0243,6.38,0.18,0
2018-11-25 21:00:00,24.34,36.18,2.1,-0.3841,6.35,0.146,0
2018-11-25 22:00:00,24.09,36.01,3.54,-0.7596,5.97,-0.2259,0
2018-11-25 23:00:00,23.91,36.31,8.14,-0.9889,6.17,-0.0342,0
2018-11-26 00:00:00,23.84,36.66,4.55,-0.9924,5.46,-0.7376,0
2018-11-26 01:00:00,23.9,36.21,7.03,-0.7459,6.19,-0.007,0
2018-11-26 02:00:00,24.07,36.26,3.25,-0.2878,6.32,0.1246,0
2018-11-26 03:00:00,24.31,36.04,7.34,0.2889,6.84,0.6413,0
2018-11-26 04:00:00,24.55,36.29,5.44,0.8586,6.75,0.5488,0
2018-11-26 05:00:00,24.74,35.79,4.12,1.2931,6.62,0.4163,0
2018-11-26 06:00:00,24.83,36.09,4.78,1.4932,6.88,0.6843,0
2018-11-26 07:00:00,24.78,35.89,5.4,1.4125,6.9,0.6991,0
2018-11-26 08:00:00,24.63,36.22,8.35,1.0693,7.32,1.1191,0
2018-11-26 09:00:00,24.4,35.87,6.91,0.5415,7.31,1.1122,0
2018-11-26 10:00:00,24.14,36.23,1.95,-0.0519,6.57,0.3652,0
2018-11-26 11:00:00,23.93,36.7,3.92,-0.5798,6.78,0.5754,0
2018-11-26 12:00:00,23.83,36.32,5.01,-0.931,6.34,0.1394,0
2018-11-26 13:00:00,23.85,36.17,4.33,-1.0407,6.26,0.0619,0
2018-11-26 14:00:00,23.99,36.26,0.53,-0.9048,5.99,-0.2053,0
2018-11-26 15:00:00,24.2,35.85,2.23,-0.58,6.29,0.0852,0
2018-11-26 16:00:00,24.45,36.02,3.26,-0.1679,6.35,0.1506,0
2018-11-26 17:00:00,24.68,36.15,6.34,0.2118,6.88,0.6751,0
2018-11-26 18:00:00,24.82,36.71,1.51,0.4523,6.51,0.3081,0
2018-11-26 19:00:00,24.83,36.66,2.17,0.487,6.78,0.5795,0
2018-11-26 20:00:00,24.72,36.32,5.2,0.3068,6.96,0.7608,0
2018-11-26 21:00:00,24.53,35.68,2.62,-0.0375,6.82,0.6213,0
2018-11-26 22:00:00,24.28,36.38,2.08,-0.4486,6.88,0.6775,0
2018-11-26 23:00:00,24.06,36.48,4.44,-0.8076,7.08,0.881,0
2018-11-27 00:00:00,23.88,36.4,6.63,-1.0047,6.81,0.6109,0
2018-11-27 01:00:00,23.82,36.19,4.1,-0.9682,6.89,0.6934,0
2018-11-27 02:00:00,23.91,36.27,2.59,-0.6838,6.96,0.7558,0
2018-11-27 03:00:00,24.1,35.88,3.96,-0.1994,7.14,0.9418,0
